account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats_x,is_trial,churn_flag,total_subscriptions,lifetime_mrr_sum,total_upgrades,total_downgrades,first_start_date,current_plan_tier,seats_y,current_mrr,current_arr,billing_frequency,end_date,tenure_days,total_usage_events,total_errors,distinct_features_used,last_usage_date,days_since_last_usage,total_tickets,avg_satisfaction,escalation_count,latest_churn_reason,churned,revenue_at_risk_arr,recency_score,breadth_score,support_score,satisfaction_score_0_100,health_score,health_tier
A-089363,Company_387,FinTech,AU,2023-05-06,event,Basic,2,False,False,14,21104,2,0,2023-06-03,Enterprise,9,0,0,annual,,578,61,33,30,2024-12-05,27,3.0,3.6666666666666665,0.0,pricing,False,0,70.11494252873563,68.0,70.0,66.66666666666666,68.9,Watch
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,6,9552,0,0,2024-12-31,Pro,11,539,6468,monthly,,1,26,24,18,2024-09-23,100,3.0,4.333333333333333,0.0,never_churned,False,0,0.0,20.0,70.0,83.33333333333333,35.7,At Risk
A-855a48,Company_389,EdTech,US,2023-12-22,partner,Pro,14,True,False,8,30376,0,1,2024-01-30,Enterprise,60,11940,143280,annual,,337,44,16,26,2024-11-19,43,5.0,3.6666666666666665,0.0,unknown,False,0,51.724137931034484,52.0,50.0,66.66666666666666,54.4,Watch
A-756192,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,10,21400,1,0,2023-09-17,Pro,38,1862,22344,annual,,472,64,43,32,2024-12-29,3,3.0,4.0,0.0,never_churned,False,0,97.70114942528735,76.0,70.0,75.0,82.2,Healthy
A-49b828,Company_391,FinTech,IN,2023-05-05,ads,Pro,6,False,False,14,31108,2,0,2023-05-11,Enterprise,20,3980,47760,annual,,601,65,45,29,2024-12-21,11,3.0,3.5,1.0,never_churned,False,0,88.50574712643679,64.0,50.0,62.5,69.5,Watch
A-c7ffc2,Company_392,Cybersecurity,US,2023-01-27,partner,Pro,30,True,False,12,36112,3,0,2023-05-25,Basic,49,931,11172,monthly,,587,62,28,30,2024-12-30,2,2.0,3.0,0.0,features,False,0,98.85057471264368,68.0,80.0,50.0,77.6,Healthy
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,11,19597,4,0,2024-07-29,Basic,71,1349,16188,annual,,156,53,12,31,2024-12-29,3,5.0,4.333333333333333,0.0,budget,False,0,97.70114942528735,72.0,50.0,83.33333333333333,78.9,Healthy
A-72799b,Company_394,DevTools,FR,2023-11-13,event,Enterprise,20,False,True,10,17315,2,1,2023-11-17,Pro,61,2989,35868,annual,,411,56,34,31,2024-12-27,5,2.0,4.5,1.0,pricing,True,35868,95.40229885057471,72.0,60.0,87.5,80.9,Healthy
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,True,13,29884,0,0,2024-04-03,Pro,55,2695,32340,monthly,,273,88,46,33,2024-12-28,4,4.0,4.0,0.0,support,True,32340,96.55172413793103,80.0,60.0,75.0,80.8,Healthy
A-69b156,Company_396,EdTech,US,2023-11-21,other,Pro,7,False,True,9,14293,0,2,2023-12-27,Basic,8,152,1824,monthly,2024-12-30,369,36,20,24,2024-12-12,20,7.0,4.0,0.0,never_churned,True,1824,78.16091954022988,44.0,30.0,75.0,59.4,Watch
A-075038,Company_397,HealthTech,UK,2023-05-12,ads,Basic,17,False,False,14,18909,1,0,2023-07-14,Basic,42,798,9576,monthly,,537,70,31,32,2024-12-21,11,2.0,3.0,0.0,features,False,0,88.50574712643679,76.0,80.0,50.0,76.0,Healthy
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,8,9640,1,1,2024-04-01,Enterprise,7,0,0,annual,,275,35,32,23,2024-10-28,65,3.0,4.0,0.0,never_churned,False,0,26.436781609195407,40.0,70.0,75.0,48.3,Watch
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,13,64653,0,1,2024-07-03,Pro,69,3381,40572,monthly,,182,69,40,31,2024-12-30,2,5.0,4.6,1.0,pricing,True,40572,98.85057471264368,72.0,30.0,89.99999999999999,76.6,Healthy
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,11,23800,0,0,2024-12-27,Basic,28,532,6384,annual,,5,54,39,31,2024-11-08,54,8.0,3.8333333333333335,1.0,competitor,True,6384,39.08045977011494,72.0,0.0,70.83333333333334,45.8,Watch
A-9affe6,Company_401,Cybersecurity,US,2023-03-22,other,Pro,7,False,False,11,10636,2,0,2023-04-06,Pro,23,1127,13524,monthly,,636,47,16,26,2024-12-31,1,3.0,3.0,0.0,features,False,0,100.0,52.0,70.0,50.0,72.0,Healthy
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09,organic,Enterprise,22,False,False,16,68489,4,1,2023-07-15,Enterprise,22,4378,52536,annual,2024-12-31,535,76,43,38,2024-12-23,9,4.0,3.6666666666666665,1.0,budget,False,0,90.80459770114942,100.0,40.0,66.66666666666666,78.1,Healthy
A-d4e0d4,Company_403,FinTech,US,2024-10-18,other,Basic,117,False,False,10,138060,1,1,2024-10-18,Enterprise,117,23283,279396,annual,,75,49,33,30,2024-12-04,28,4.0,4.0,0.0,never_churned,False,0,68.9655172413793,68.0,60.0,75.0,68.1,Watch
A-c7e58b,Company_404,HealthTech,IN,2023-06-25,other,Pro,3,False,False,7,5384,0,0,2023-08-30,Pro,16,0,0,monthly,,490,34,18,22,2024-11-19,43,5.0,3.5,0.0,never_churned,False,0,51.724137931034484,36.0,50.0,62.5,49.6,Watch
A-016043,Company_405,EdTech,CA,2024-07-31,organic,Basic,4,True,False,11,16516,3,0,2024-08-02,Basic,26,494,5928,monthly,,152,47,21,26,2024-12-31,1,3.0,4.0,0.0,competitor,False,0,100.0,52.0,70.0,75.0,77.0,Healthy
A-bbe56f,Company_406,HealthTech,US,2023-02-16,ads,Enterprise,21,False,False,5,6025,1,0,2023-08-29,Basic,22,418,5016,annual,,491,22,8,13,2024-12-02,30,4.0,4.0,0.0,never_churned,False,0,66.66666666666667,0.0,60.0,75.0,50.3,Watch
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False,9,3389,0,0,2024-03-05,Enterprise,26,0,0,monthly,,302,46,31,27,2024-12-02,30,5.0,4.0,0.0,never_churned,False,0,66.66666666666667,56.00000000000001,50.0,75.0,62.3,Watch
A-751bd4,Company_408,Cybersecurity,UK,2024-07-12,partner,Pro,10,False,False,2,190,0,0,2024-09-18,Pro,35,0,0,annual,,105,10,0,9,2024-12-18,14,6.0,4.25,1.0,budget,False,0,85.05747126436782,0.0,20.0,81.25,50.0,Watch
A-4e0e85,Company_409,DevTools,US,2023-09-08,organic,Enterprise,6,False,False,8,4544,1,0,2024-02-16,Enterprise,39,0,0,annual,,320,31,9,20,2024-12-28,4,2.0,5.0,0.0,pricing,False,0,96.55172413793103,28.000000000000004,80.0,100.0,76.8,Healthy
A-ad3abd,Company_410,FinTech,US,2023-03-03,event,Pro,44,False,False,7,16896,0,0,2023-03-18,Pro,44,2156,25872,monthly,,655,29,11,20,2024-11-21,41,3.0,3.0,0.0,competitor,False,0,54.02298850574713,28.000000000000004,70.0,50.0,49.9,Watch
A-e19ff6,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,12,4910,1,0,2023-08-09,Pro,26,1274,15288,monthly,,511,45,24,26,2024-12-16,16,3.0,4.666666666666667,0.0,competitor,False,0,82.75862068965517,52.0,70.0,91.66666666666667,74.3,Healthy
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23,ads,Pro,39,False,False,16,52089,1,0,2023-11-27,Enterprise,69,13731,164772,annual,,401,62,28,32,2024-12-20,12,7.0,4.333333333333333,0.0,never_churned,False,0,87.35632183908046,76.0,30.0,83.33333333333333,72.2,Healthy
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,False,19,12671,0,0,2024-06-13,Pro,9,0,0,monthly,,202,85,76,37,2024-12-24,8,7.0,4.4,0.0,budget,False,0,91.95402298850574,96.0,30.0,85.00000000000001,79.2,Healthy
A-fdfc91,Company_414,Cybersecurity,US,2023-05-06,ads,Basic,29,False,False,10,20612,1,0,2023-07-30,Basic,111,2109,25308,monthly,,521,56,29,32,2024-11-19,43,5.0,3.6666666666666665,0.0,never_churned,False,0,51.724137931034484,76.0,50.0,66.66666666666666,60.4,Watch
A-1e50e0,Company_415,Cybersecurity,DE,2023-02-21,other,Pro,19,True,True,5,13295,1,0,2023-03-23,Enterprise,19,3781,45372,annual,,650,20,15,17,2024-12-10,22,2.0,5.0,1.0,pricing,True,45372,75.86206896551724,16.0,60.0,100.0,62.6,Watch
A-1e1b80,Company_416,FinTech,CA,2023-09-12,other,Enterprise,50,False,False,12,48647,1,0,2023-10-11,Basic,50,950,11400,annual,,448,68,47,34,2024-12-18,14,6.0,3.2,0.0,features,False,0,85.05747126436782,84.0,40.0,55.00000000000001,69.8,Watch
A-659280,Company_417,FinTech,IN,2023-11-17,event,Enterprise,13,True,True,12,21450,2,0,2023-11-25,Basic,17,0,0,annual,,403,60,34,30,2024-12-24,8,4.0,4.333333333333333,0.0,pricing,True,0,91.95402298850574,68.0,60.0,83.33333333333333,77.9,Healthy
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,False,10,23359,1,1,2024-05-23,Basic,23,437,5244,monthly,,223,55,37,29,2024-12-24,8,5.0,4.0,1.0,support,False,0,91.95402298850574,64.0,30.0,75.0,69.2,Watch
A-cb6cc6,Company_419,DevTools,US,2023-04-03,ads,Basic,13,True,False,7,2622,2,0,2023-04-20,Pro,25,1225,14700,monthly,,622,35,26,21,2024-12-21,11,3.0,3.5,0.0,never_churned,False,0,88.50574712643679,32.0,70.0,62.5,65.5,Watch
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Pro,6,False,False,10,21324,1,1,2024-09-03,Enterprise,6,1194,14328,monthly,,120,34,23,25,2024-12-22,10,1.0,4.0,0.0,never_churned,False,0,89.65517241379311,48.0,90.0,75.0,76.4,Healthy
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Basic,12,True,True,9,7415,1,3,2024-09-21,Enterprise,12,0,0,monthly,,102,47,29,26,2024-12-25,7,0.0,,0.0,features,True,0,93.10344827586206,52.0,100.0,74.10407725321888,80.4,Healthy
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Pro,9,False,False,5,4194,1,0,2024-04-25,Basic,17,0,0,annual,,251,28,21,22,2024-12-14,18,6.0,4.25,0.0,budget,False,0,80.45977011494253,36.0,40.0,81.25,61.4,Watch
A-3cc791,Company_423,EdTech,US,2024-01-10,other,Enterprise,6,False,False,8,8522,0,0,2024-01-31,Pro,36,1764,21168,monthly,,336,46,30,28,2024-11-25,37,6.0,4.25,1.0,features,False,0,58.62068965517241,60.0,20.0,81.25,55.8,Watch
A-337bc1,Company_424,Cybersecurity,US,2023-07-19,organic,Pro,30,True,False,7,19379,2,2,2023-08-02,Pro,30,0,0,annual,,518,43,34,27,2024-12-05,27,4.0,4.0,1.0,unknown,False,0,70.11494252873563,56.00000000000001,40.0,75.0,61.5,Watch
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,13,22642,1,1,2024-06-17,Pro,33,1617,19404,monthly,,198,65,32,28,2024-12-19,13,2.0,4.0,1.0,pricing,False,0,86.20689655172414,60.0,60.0,75.0,72.2,Healthy
A-bf7919,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,False,6,1560,0,0,2024-12-07,Enterprise,11,0,0,annual,,25,26,14,23,2024-11-22,40,2.0,5.0,0.0,features,False,0,55.172413793103445,40.0,80.0,100.0,65.3,Watch
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,14,30958,2,0,2024-03-19,Basic,24,0,0,annual,,288,59,35,28,2024-12-21,11,2.0,4.0,0.0,support,True,0,88.50574712643679,60.0,80.0,75.0,77.0,Healthy
A-0f3e88,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,11,5624,2,0,2023-08-05,Pro,7,343,4116,monthly,2024-12-23,506,59,28,32,2024-12-29,3,3.0,4.5,0.0,budget,True,4116,97.70114942528735,76.0,70.0,87.5,84.7,Healthy
A-7641d3,Company_429,EdTech,US,2023-02-16,partner,Pro,8,True,True,11,12060,0,1,2023-04-12,Basic,10,190,2280,annual,,630,50,26,28,2024-12-24,8,5.0,4.333333333333333,2.0,unknown,True,2280,91.95402298850574,60.0,10.0,83.33333333333333,65.9,Watch
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,10,True,False,15,43291,0,1,2024-07-12,Enterprise,10,1990,23880,monthly,,173,84,45,34,2024-12-31,1,5.0,4.6,0.0,budget,False,0,100.0,84.0,50.0,89.99999999999999,84.0,Healthy
A-c16b88,Company_431,HealthTech,US,2023-12-02,event,Enterprise,23,False,False,9,20338,2,0,2024-03-08,Enterprise,23,4577,54924,annual,,299,48,24,28,2024-11-19,43,3.0,3.0,0.0,competitor,False,0,51.724137931034484,60.0,70.0,50.0,57.1,Watch
A-59f724,Company_432,HealthTech,US,2023-11-03,other,Enterprise,3,True,False,12,9773,2,0,2024-01-01,Basic,18,342,4104,monthly,,366,68,47,33,2024-12-07,25,4.0,4.25,0.0,never_churned,False,0,72.41379310344828,80.0,60.0,81.25,73.6,Healthy
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,16,22881,4,2,2024-05-22,Pro,51,2499,29988,monthly,,224,72,35,31,2024-12-26,6,3.0,,1.0,budget,False,0,94.25287356321839,72.0,50.0,74.10407725321888,75.8,Healthy
A-1e6fc3,Company_434,EdTech,FR,2023-12-06,other,Pro,1,False,False,4,444,0,0,2024-01-11,Enterprise,1,199,2388,annual,,356,26,19,19,2024-10-04,89,5.0,3.6666666666666665,0.0,pricing,False,0,0.0,24.0,50.0,66.66666666666666,29.3,At Risk
A-39ddf4,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,9,35836,0,0,2024-12-07,Enterprise,40,7960,95520,monthly,,25,46,36,27,2024-12-15,17,5.0,4.25,0.0,support,False,0,81.60919540229885,56.00000000000001,50.0,81.25,68.8,Watch
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,8,False,True,12,14583,3,0,2024-09-05,Enterprise,16,3184,38208,annual,,118,57,30,29,2024-12-27,5,8.0,3.8,0.0,unknown,True,38208,95.40229885057471,64.0,20.0,70.0,67.4,Watch
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,8,26234,0,0,2024-05-13,Enterprise,45,8955,107460,monthly,,233,34,13,26,2024-12-20,12,5.0,4.0,0.0,unknown,False,0,87.35632183908046,52.0,50.0,75.0,68.6,Watch
A-558c72,Company_438,FinTech,US,2023-06-01,organic,Basic,12,False,False,7,9171,1,0,2023-06-12,Pro,15,735,8820,annual,,569,30,16,19,2024-12-14,18,4.0,4.5,1.0,support,False,0,80.45977011494253,24.0,40.0,87.5,59.7,Watch
A-b11cd0,Company_439,DevTools,US,2023-01-20,ads,Pro,26,True,True,6,4806,0,0,2023-02-16,Pro,26,1274,15288,annual,,685,29,16,21,2024-12-21,11,4.0,4.0,0.0,never_churned,True,15288,88.50574712643679,32.0,60.0,75.0,66.0,Watch
A-cc1d8d,Company_440,FinTech,US,2024-12-08,other,Pro,5,False,False,13,8947,1,1,2024-12-08,Enterprise,6,1194,14328,annual,,24,63,48,33,2024-12-15,17,5.0,4.5,0.0,unknown,False,0,81.60919540229885,80.0,50.0,87.5,76.1,Healthy
A-7f4db3,Company_441,FinTech,US,2023-03-05,other,Pro,4,False,False,15,26276,0,1,2023-03-11,Enterprise,24,4776,57312,annual,2024-12-14,644,90,46,36,2024-12-20,12,5.0,3.25,1.0,support,False,0,87.35632183908046,92.0,30.0,56.25,70.8,Healthy
A-db5e9e,Company_442,DevTools,US,2024-11-09,partner,Basic,4,False,False,8,9251,0,1,2024-11-12,Pro,12,588,7056,annual,,50,57,27,29,2024-12-31,1,2.0,5.0,0.0,pricing,False,0,100.0,64.0,80.0,100.0,87.0,Healthy
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13,False,False,10,10063,1,0,2024-05-06,Basic,13,247,2964,annual,,240,43,39,26,2024-12-28,4,4.0,4.333333333333333,0.0,pricing,False,0,96.55172413793103,52.0,60.0,83.33333333333333,75.5,Healthy
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,17,27966,5,2,2024-12-03,Pro,5,245,2940,annual,2024-12-31,28,70,38,32,2024-12-17,15,5.0,3.5,0.0,features,False,0,83.9080459770115,76.0,50.0,62.5,70.9,Healthy
A-dec005,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,10,30744,1,0,2023-10-17,Enterprise,54,10746,128952,annual,2024-12-03,413,51,44,31,2024-12-27,5,2.0,3.0,0.0,support,False,0,95.40229885057471,72.0,80.0,50.0,77.4,Healthy
A-5790f4,Company_446,FinTech,UK,2024-12-22,event,Pro,1,True,False,6,18926,0,0,2024-12-22,Enterprise,8,1592,19104,annual,2024-12-29,7,35,26,25,2024-12-09,23,4.0,4.0,1.0,competitor,False,0,74.71264367816092,48.0,40.0,75.0,61.1,Watch
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12,False,False,12,16731,0,1,2024-05-14,Pro,24,1176,14112,monthly,,232,62,23,29,2024-12-31,1,4.0,4.0,0.0,unknown,False,0,100.0,64.0,60.0,75.0,78.0,Healthy
A-297a2d,Company_448,HealthTech,UK,2023-05-05,event,Pro,27,False,False,5,14373,3,0,2023-08-15,Enterprise,27,5373,64476,annual,,505,25,22,23,2024-11-14,48,2.0,3.0,0.0,never_churned,False,0,45.97701149425287,40.0,80.0,50.0,52.1,Watch
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9,False,True,13,30471,0,0,2024-05-13,Basic,18,342,4104,annual,,233,64,38,34,2024-12-08,24,5.0,3.75,0.0,budget,True,4104,73.5632183908046,84.0,50.0,68.75,70.5,Healthy
A-cbbe12,Company_450,Cybersecurity,DE,2023-03-22,partner,Enterprise,40,False,False,6,13081,1,1,2023-07-21,Enterprise,40,7960,95520,monthly,,530,22,10,14,2024-12-02,30,6.0,4.25,0.0,never_churned,False,0,66.66666666666667,4.0,40.0,81.25,48.6,Watch
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,10,29687,1,1,2024-05-09,Pro,25,0,0,annual,,237,50,22,31,2024-11-25,37,4.0,4.333333333333333,0.0,support,False,0,58.62068965517241,72.0,60.0,83.33333333333333,67.2,Watch
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False,11,21666,2,1,2024-07-29,Basic,46,874,10488,monthly,,156,65,43,34,2024-12-14,18,7.0,4.0,1.0,competitor,False,0,80.45977011494253,84.0,10.0,75.0,66.2,Watch
A-427b69,Company_453,FinTech,US,2024-08-23,other,Basic,17,False,False,10,19958,0,0,2024-09-07,Basic,17,323,3876,monthly,,116,70,36,32,2024-12-27,5,2.0,3.0,0.0,never_churned,False,0,95.40229885057471,76.0,80.0,50.0,78.4,Healthy
A-0be015,Company_454,FinTech,US,2024-10-15,event,Pro,19,False,False,5,1178,0,0,2024-10-21,Basic,19,0,0,monthly,,72,28,13,19,2024-10-23,70,7.0,4.2,1.0,unknown,False,0,20.689655172413794,24.0,10.0,80.0,31.2,At Risk
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,False,16,44601,1,1,2024-05-03,Enterprise,85,16915,202980,monthly,,243,85,52,36,2024-12-31,1,1.0,4.0,0.0,never_churned,False,0,100.0,92.0,90.0,75.0,91.0,Healthy
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Pro,3,False,False,8,12032,0,0,2024-09-11,Basic,8,152,1824,monthly,,112,36,14,24,2024-12-21,11,7.0,3.75,0.0,never_churned,False,0,88.50574712643679,44.0,30.0,68.75,61.7,Watch
A-0f7d77,Company_457,FinTech,IN,2024-10-28,partner,Pro,3,False,False,6,2326,0,0,2024-11-11,Basic,7,133,1596,annual,,51,30,19,23,2024-12-30,2,5.0,5.0,0.0,competitor,False,0,98.85057471264368,40.0,50.0,100.0,74.6,Healthy
A-e7beab,Company_458,EdTech,DE,2023-10-20,organic,Enterprise,5,False,False,7,11332,0,0,2023-10-23,Pro,5,245,2940,monthly,2024-12-29,433,36,17,22,2024-10-13,80,6.0,4.0,0.0,features,False,0,9.195402298850581,36.0,40.0,75.0,35.2,At Risk
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Basic,14,False,False,16,34140,0,1,2024-08-22,Pro,14,686,8232,monthly,,132,78,47,33,2024-12-31,1,5.0,4.0,0.0,support,False,0,100.0,80.0,50.0,75.0,80.0,Healthy
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,False,7,15802,0,0,2024-03-23,Enterprise,14,2786,33432,monthly,,284,34,23,19,2024-12-01,31,7.0,3.5,0.0,competitor,False,0,65.51724137931035,24.0,30.0,62.5,47.4,Watch
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,5,False,False,6,4070,1,0,2024-05-30,Pro,45,2205,26460,annual,,216,36,22,19,2024-12-28,4,1.0,3.0,0.0,never_churned,False,0,96.55172413793103,24.0,90.0,50.0,67.8,Watch
A-f19b24,Company_462,Cybersecurity,US,2023-01-10,organic,Pro,29,True,False,3,2523,0,0,2024-03-17,Basic,29,551,6612,monthly,,290,12,10,12,2024-11-03,59,2.0,4.0,1.0,never_churned,False,0,33.33333333333334,0.0,60.0,75.0,38.7,At Risk
A-798a3f,Company_463,DevTools,FR,2023-10-19,other,Enterprise,12,False,True,9,14152,1,0,2023-12-25,Enterprise,13,2587,31044,monthly,,373,37,19,19,2024-12-01,31,5.0,4.0,0.0,support,True,31044,65.51724137931035,24.0,50.0,75.0,53.9,Watch
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,False,7,19060,0,0,2024-06-11,Basic,20,380,4560,monthly,,204,32,6,19,2024-12-20,12,3.0,4.0,0.0,never_churned,False,0,87.35632183908046,24.0,70.0,75.0,65.6,Watch
A-068fc6,Company_465,EdTech,US,2023-07-17,event,Enterprise,35,False,False,10,29085,1,0,2023-10-28,Enterprise,35,6965,83580,monthly,2024-12-25,424,59,29,32,2024-12-29,3,5.0,4.333333333333333,0.0,never_churned,False,0,97.70114942528735,76.0,50.0,83.33333333333333,79.9,Healthy
A-6f50ae,Company_466,FinTech,US,2023-09-21,partner,Pro,19,False,True,14,26608,0,1,2023-11-11,Enterprise,19,3781,45372,monthly,,417,83,48,35,2024-12-22,10,5.0,4.5,0.0,features,True,45372,89.65517241379311,88.0,50.0,87.5,80.9,Healthy
A-a2485e,Company_467,FinTech,US,2024-08-04,event,Pro,3,True,False,6,8775,0,1,2024-08-08,Enterprise,17,3383,40596,annual,,146,28,13,22,2024-11-27,35,0.0,,0.0,never_churned,False,0,60.91954022988506,36.0,100.0,74.10407725321888,65.1,Watch
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Basic,21,False,False,5,10381,0,1,2024-06-30,Pro,25,1225,14700,annual,,185,17,7,15,2024-11-16,46,6.0,4.5,0.0,pricing,False,0,48.275862068965516,8.0,40.0,87.5,44.4,Watch
A-cc98bc,Company_469,DevTools,US,2023-05-24,ads,Basic,32,False,False,10,21567,1,0,2023-05-27,Basic,32,0,0,monthly,,585,53,24,29,2024-12-24,8,3.0,4.0,0.0,never_churned,False,0,91.95402298850574,64.0,70.0,75.0,77.2,Healthy
A-d77f4c,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,14,48726,4,1,2023-10-24,Pro,4,196,2352,annual,2024-12-18,421,62,32,31,2024-12-20,12,2.0,4.0,0.0,unknown,False,0,87.35632183908046,72.0,80.0,75.0,79.6,Healthy
A-ccabf0,Company_471,HealthTech,IN,2023-11-06,organic,Pro,1,False,False,10,22379,0,1,2023-11-07,Basic,25,0,0,annual,2024-11-06,365,50,29,31,2024-12-30,2,4.0,3.6666666666666665,0.0,features,False,0,98.85057471264368,72.0,60.0,66.66666666666666,77.9,Healthy
A-700ade,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False,8,16875,0,0,2024-11-07,Basic,50,950,11400,monthly,,55,29,18,20,2024-10-12,81,4.0,4.666666666666667,0.0,never_churned,False,0,8.045977011494259,28.000000000000004,60.0,91.66666666666667,40.1,Watch
A-4a4c2d,Company_473,DevTools,US,2023-05-02,event,Enterprise,54,False,False,13,33966,1,1,2023-07-03,Pro,54,2646,31752,monthly,,548,59,37,28,2024-12-28,4,5.0,4.25,0.0,never_churned,False,0,96.55172413793103,60.0,50.0,81.25,75.0,Healthy
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,15,35868,2,0,2024-06-12,Pro,12,588,7056,monthly,,203,72,39,34,2024-12-25,7,2.0,4.0,0.0,budget,False,0,93.10344827586206,84.0,80.0,75.0,84.6,Healthy
A-e08cd3,Company_475,FinTech,US,2024-09-21,ads,Pro,67,True,False,11,71020,0,1,2024-09-30,Basic,67,1273,15276,annual,,93,43,21,30,2024-12-30,2,8.0,4.0,0.0,features,False,0,98.85057471264368,68.0,20.0,75.0,70.6,Healthy
A-19b2c8,Company_476,DevTools,IN,2023-06-06,other,Pro,20,False,False,13,26703,1,0,2023-06-19,Enterprise,20,3980,47760,monthly,,562,63,34,31,2024-12-30,2,3.0,4.666666666666667,0.0,pricing,False,0,98.85057471264368,72.0,70.0,91.66666666666667,84.9,Healthy
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False,8,15381,0,1,2024-03-06,Pro,19,931,11172,annual,,301,44,24,26,2024-12-30,2,1.0,5.0,0.0,never_churned,False,0,98.85057471264368,52.0,90.0,100.0,85.6,Healthy
A-6dee43,Company_478,FinTech,UK,2023-08-12,other,Basic,3,True,False,11,22770,1,0,2023-10-22,Pro,17,0,0,annual,,437,48,11,28,2024-11-18,44,5.0,4.333333333333333,0.0,pricing,False,0,50.57471264367816,60.0,50.0,83.33333333333333,59.4,Watch
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Basic,24,False,False,8,15478,1,0,2024-06-28,Basic,38,0,0,annual,,187,32,18,23,2024-12-15,17,5.0,5.0,0.0,competitor,False,0,81.60919540229885,40.0,50.0,100.0,68.6,Watch
A-c58f49,Company_480,EdTech,US,2024-07-31,other,Enterprise,70,True,False,7,70980,1,0,2024-08-10,Enterprise,70,13930,167160,annual,,144,38,22,24,2024-12-09,23,3.0,5.0,1.0,support,False,0,74.71264367816092,44.0,50.0,100.0,67.1,Watch
A-9c18c4,Company_481,HealthTech,US,2023-07-27,ads,Pro,11,False,True,10,17823,3,0,2023-08-09,Enterprise,11,2189,26268,monthly,,511,56,37,30,2024-12-13,19,4.0,4.0,0.0,never_churned,True,26268,79.3103448275862,68.0,60.0,75.0,71.8,Healthy
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Enterprise,23,False,False,7,15600,1,1,2024-06-21,Basic,48,0,0,annual,,194,28,18,20,2024-11-21,41,2.0,3.5,0.0,budget,False,0,54.02298850574713,28.000000000000004,80.0,62.5,54.4,Watch
A-5f7781,Company_483,DevTools,US,2024-08-20,other,Pro,22,False,False,5,10252,1,0,2024-08-27,Pro,22,1078,12936,annual,,127,18,10,16,2024-12-25,7,2.0,4.0,0.0,pricing,False,0,93.10344827586206,12.0,80.0,75.0,66.6,Watch
